#Chromosome/scaffold name	Gene Start (bp)	Gene End (bp)	HGNC symbol	Gene ID
11	92085262	92629618	FAT3	ENSG00000165323
2	242811752	242815975	CXXC11	ENSG00000188011
5	61874562	61877275	LRRC70	ENSG00000186105
8	82370576	82373814	FABP9	ENSG00000205186
9	125026882	125085743	MRRF	ENSG00000148187
22	17126585	17127471	SLC25A15P5	ENSG00000249288
22	17134782	17140518	PARP4P3	ENSG00000249263
22	17134956	17160374	ANKRD62P1-PARP4P3	ENSG00000189295
22	17151980	17160383	ANKRD62P1	ENSG00000259271
17	77765931	77775482	CBX8	ENSG00000141570
22	17170993	17185367	VWFP1	ENSG00000241717
4	71521258	71547534	IGJ	ENSG00000132465
22	17308364	17310225	HSFY1P1	ENSG00000229027
7	131808091	132333447	PLXNA4	ENSG00000221866
22	17318412	17318556	GPM6BP3	ENSG00000234121
22	17338509	17341608	ZNF402P	ENSG00000220248
1	17733256	17766220	RCC2	ENSG00000179051
5	180649499	180662809	TRIM41	ENSG00000146063
17	41322498	41363708	NBR1	ENSG00000188554
4	103806205	103940896	SLC9B1	ENSG00000164037
19	4969125	5153606	KDM4B	ENSG00000127663
7	30811033	30932002	FAM188B	ENSG00000106125
8	82390654	82395498	FABP4	ENSG00000170323
3	57741177	57914895	SLMAP	ENSG00000163681
11	92702886	92718232	MTNR1B	ENSG00000134640
8	82437216	82443613	FABP12	ENSG00000197416
3	48956254	49023815	ARIH2	ENSG00000177479
1	40306723	40349183	TRIT1	ENSG00000043514
6	31321649	31324965	HLA-B	ENSG00000234745
4	71554196	71556267	UTP3	ENSG00000132467
14	24759804	24769039	DHRS1	ENSG00000157379
11	92877341	92931130	SLC36A4	ENSG00000180773
6	134309835	134373774	SLC2A12	ENSG00000146411
14	92788925	92962596	SLC24A4	ENSG00000140090
9	125132824	125157982	PTGS1	ENSG00000095303
X	152953554	152962048	SLC6A8	ENSG00000130821
1	114239453	114302111	PHTF1	ENSG00000116793
7	30893010	30965131	AQP1	ENSG00000240583
17	17991200	18011285	DRG2	ENSG00000108591
5	63256183	63258334	HTR1A	ENSG00000178394
16	66836778	66907159	NAE1	ENSG00000159593
15	89787180	89860492	FANCI	ENSG00000140525
7	70597155	71178585	WBSCR17	ENSG00000185274
7	96110938	96339203	SHFM1	ENSG00000127922
9	125239220	125240235	OR1J1	ENSG00000136834
9	125273081	125274022	OR1J2	ENSG00000197233
8	134203282	134242587	WISP1	ENSG00000104415
9	125281420	125282361	OR1J4	ENSG00000239590
9	125288637	125289572	OR1N1	ENSG00000171505
7	30978284	31032869	GHRHR	ENSG00000106128
9	125315391	125316493	OR1N2	ENSG00000171501
1	156549519	156556562	TTC24	ENSG00000187862
9	125329778	125330838	OR1L8	ENSG00000171496
4	71569921	71673032	RUFY3	ENSG00000018189
9	125376948	125378026	OR1Q1	ENSG00000165202
10	101088856	101154087	CNNM1	ENSG00000119946
14	55738021	55828636	FBXO34	ENSG00000178974
9	125390858	125391852	OR1B1	ENSG00000171484
17	2206677	2228554	SRR	ENSG00000167720
11	134201768	134248235	GLB1L2	ENSG00000149328
9	125423845	125424927	OR1L1	ENSG00000173679
9	125437315	125438432	OR1L3	ENSG00000171481
14	55833110	55878576	ATG14	ENSG00000126775
1	114304454	114355098	RSBN1	ENSG00000081019
9	125486269	125487204	OR1L4	ENSG00000136939
9	125512019	125513062	OR1L6	ENSG00000171459
7	132469629	132766848	CHCHD3	ENSG00000106554
1	17866330	18024369	ARHGEF10L	ENSG00000074964
9	125551150	125552237	OR5C1	ENSG00000148215
14	24769068	24778330	NOP9	ENSG00000196943
4	103941025	104006986	SLC9B2	ENSG00000164038
9	125560668	125590910	PDCL	ENSG00000136940
6	134490384	134639250	SGK1	ENSG00000118515
7	71244476	71912136	CALN1	ENSG00000183166
3	127872297	128127485	EEFSEC	ENSG00000132394
9	125562370	125563395	OR1K1	ENSG00000165204
5	63461671	63668696	RNF180	ENSG00000164197
20	42740335	42816218	JPH2	ENSG00000149596
3	38307303	38319806	SLC22A13	ENSG00000172940
11	134248398	134281812	B3GAT1	ENSG00000109956
3	128181282	128186091	DNAJB8	ENSG00000179407
14	55880259	55923444	TBPL2	ENSG00000182521
1	156561554	156564091	APOA1BP	ENSG00000163382
14	75120140	75179818	AREL1	ENSG00000119682
20	42825136	42839431	OSER1	ENSG00000132823
17	77806955	77813228	CBX4	ENSG00000141582
11	86649	87586	OR4F2P	ENSG00000224777
11	123312	126123	CICP23	ENSG00000270921
3	128198270	128212028	GATA2	ENSG00000179348
11	127115	139612	LINC01001	ENSG00000230724
14	24774302	24780636	CIDEB	ENSG00000136305
11	152999	153102	RNU6-447P	ENSG00000222225
5	63802084	63908139	RGS7BP	ENSG00000186479
7	103112231	103629963	RELN	ENSG00000189056
20	42875887	42909013	GDAP1L1	ENSG00000124194
19	17378159	17392058	BABAM1	ENSG00000105393
7	96110938	96132835	C7orf76	ENSG00000197851
11	440406	440693	RN7SL838P	ENSG00000243562
3	38323785	38360066	SLC22A14	ENSG00000144671
11	93063137	93171653	CCDC67	ENSG00000165325
7	96634860	96640351	DLX6	ENSG00000006377
19	5158506	5340814	PTPRS	ENSG00000105426
11	565660	568457	MIR210HG	ENSG00000247095
20	42931478	42939809	FITM2	ENSG00000197296
20	42965626	42979875	R3HDML	ENSG00000101074
14	105939299	105946499	CRIP2	ENSG00000182809
8	82570196	82598928	IMPA1	ENSG00000133731
1	40361098	40367928	MYCL	ENSG00000116990
14	24774940	24781259	LTB4R2	ENSG00000213906
17	77906142	78009647	TBC1D16	ENSG00000167291
9	125606835	125667620	RC3H2	ENSG00000056586
11	93211638	93276674	SMCO4	ENSG00000166002
11	568089	568198	MIR210	ENSG00000199038
11	811681	811814	SNORA52	ENSG00000199785
16	66878282	66888056	CA7	ENSG00000168748
12	24964295	25102393	BCAT1	ENSG00000060982
3	107879659	107941417	IFT57	ENSG00000114446
1	114356433	114414381	PTPN22	ENSG00000134242
10	101156627	101190381	GOT1	ENSG00000120053
16	66912492	66929657	PDP2	ENSG00000172840
20	42984340	43061485	HNF4A	ENSG00000101076
3	38388251	38462839	XYLB	ENSG00000093217
9	125670335	125675609	ZBTB6	ENSG00000186130
8	134249414	134314265	NDRG1	ENSG00000104419
5	63986135	64013917	FAM159B	ENSG00000145642
1	156564279	156571288	GPATCH4	ENSG00000160818
X	117861535	117928502	IL13RA1	ENSG00000131724
16	22177618	22203075	SDR42E2	ENSG00000183921
7	96649704	96654409	DLX5	ENSG00000105880
1	40420802	40435638	MFSD2A	ENSG00000168389
17	7293046	7307416	TMEM256-PLSCR3	ENSG00000187838
16	22217603	22298554	EEF2K	ENSG00000103319
20	43080624	43093984	C20orf62	ENSG00000168746
2	143848931	144525921	ARHGAP15	ENSG00000075884
17	2225797	2240801	TSR1	ENSG00000167721
7	132937829	133751342	EXOC4	ENSG00000131558
11	93394805	93463522	KIAA1731	ENSG00000166004
5	180663909	180675096	GNB2L1	ENSG00000204628
19	17392454	17398455	ANKLE1	ENSG00000160117
8	82605842	82608409	SLC10A5	ENSG00000253598
7	96745902	96811075	ACN9	ENSG00000196636
11	948421	948524	RNU6-1025P	ENSG00000222561
11	1330999	1331937	TOLLIP-AS1	ENSG00000255153
5	64013971	64064512	SREK1IP1	ENSG00000153006
1	114420790	114430169	BCL2L15	ENSG00000188761
7	97361220	97369784	TAC1	ENSG00000006128
14	24780656	24787242	LTB4R	ENSG00000213903
11	1592583	1620414	KRTAP5-AS1	ENSG00000233930
1	18081808	18153558	ACTL8	ENSG00000117148
15	89859534	89878092	POLG	ENSG00000140521
11	1686827	1689086	FAM99A	ENSG00000205866
11	1704499	1706859	FAM99B	ENSG00000205865
10	101292690	101296278	NKX2-3	ENSG00000119919
11	1813783	1814100	RPL36AP39	ENSG00000230980
1	18434240	18704977	IGSF21	ENSG00000117154
11	1880694	1880766	MIR4298	ENSG00000264493
11	1923877	1929145	LINC01150	ENSG00000229671
11	2004467	2011150	MRPL23-AS1	ENSG00000226416
12	53900474	53901422	NPFF	ENSG00000139574
X	152965947	152990152	BCAP31	ENSG00000185825
3	128290843	128294929	C3orf27	ENSG00000198685
1	18807424	18812478	KLHDC7A	ENSG00000179023
2	779837	864112	LINC01115	ENSG00000237667
3	108015376	108097132	HHLA2	ENSG00000114455
11	2016406	2022700	H19	ENSG00000130600
1	156589086	156595517	HAPLN2	ENSG00000132702
7	31092076	31151089	ADCYAP1R1	ENSG00000078549
2	2323004	2330882	MYT1L-AS1	ENSG00000225619
20	43104526	43123244	TTPAL	ENSG00000124120
1	18957500	19075360	PAX7	ENSG00000009709
16	22308730	22346424	POLR3E	ENSG00000058600
2	3302112	3305236	TSSC1-IT1	ENSG00000224885
2	3485013	3486180	TRAPPC12-AS1	ENSG00000225234
11	2155364	2155439	MIR483	ENSG00000207805
17	78010435	78074412	CCDC40	ENSG00000141519
11	2161731	2169894	IGF2-AS	ENSG00000099869
11	2194293	2194368	MIR4686	ENSG00000265258
11	2342948	2343057	RNU6-878P	ENSG00000207308
14	56025790	56168244	KTN1	ENSG00000126777
1	19166093	19186176	TAS1R2	ENSG00000179002
2	3606082	3609324	RNASEH1-AS1	ENSG00000234171
16	66942025	66952887	CDH16	ENSG00000166589
1	114437370	114447823	AP4B1	ENSG00000134262
8	82613569	82645138	ZFAND1	ENSG00000104231
2	3665138	3665347	TMSB4XP2	ENSG00000188765
2	3735611	3736571	GAPDHP48	ENSG00000232718
4	104000592	104021040	BDH2	ENSG00000164039
20	43124862	43150750	SERINC3	ENSG00000132824
10	14560556	14816896	FAM107B	ENSG00000065809
12	48541571	48574996	ASB8	ENSG00000177981
12	53901640	54020199	ATF7	ENSG00000170653
2	4077271	4077549	RN7SL531P	ENSG00000264071
2	4561794	4562646	NPM1P48	ENSG00000231821
2	4992867	4992973	RNU6-649P	ENSG00000207192
17	2240792	2284352	SGSM2	ENSG00000141258
10	101370282	101380366	SLC25A28	ENSG00000155287
5	180681417	180688119	TRIM52	ENSG00000183718
19	17402940	17421045	ABHD8	ENSG00000127220
1	19197926	19229275	ALDH4A1	ENSG00000159423
20	43160426	43252888	PKIG	ENSG00000168734
16	22357257	22448486	CDR2	ENSG00000140743
2	6072819	6141407	LINC01105	ENSG00000232044
X	152990323	153010216	ABCD1	ENSG00000101986
1	114447763	114456708	DCLRE1B	ENSG00000118655
3	128338817	128399918	RPN1	ENSG00000163902
5	180794269	180795263	OR4F3	ENSG00000230178
19	5455426	5456867	ZNRF4	ENSG00000105428
19	17403418	17417652	MRPL34	ENSG00000130312
3	108099216	108248169	MYH15	ENSG00000144821
5	64064757	64314590	CWC27	ENSG00000153015
16	66955582	66959547	RRAD	ENSG00000166592
14	24787555	24804299	ADCY4	ENSG00000129467
17	7306294	7307456	TMEM256	ENSG00000205544
19	5587010	5624057	SAFB2	ENSG00000130254
15	89998680	90039844	RHCG	ENSG00000140519
3	128444965	128533639	RAB7A	ENSG00000075785
19	17420327	17434110	DDA1	ENSG00000130311
1	156611182	156629324	BCAN	ENSG00000132692
7	72023729	72298777	TYW1B	ENSG00000254184
6	31371356	31383092	MICA	ENSG00000204520
17	7308193	7323179	NLGN2	ENSG00000169992
11	93463114	93517557	TAF1D	ENSG00000166012
10	101419263	101465997	ENTPD7	ENSG00000198018
19	17434032	17445638	ANO8	ENSG00000074855
20	43248163	43280874	ADA	ENSG00000196839
4	71681499	71705662	GRSF1	ENSG00000132463
5	535955	535997	MIR4456	ENSG00000264233
5	816461	817116	SPCS2P3	ENSG00000247872
14	92980118	93155339	RIN3	ENSG00000100599
16	66965959	66968326	FAM96B	ENSG00000166595
7	31377075	31380508	NEUROD6	ENSG00000164600
5	1063011	1063089	MIR4635	ENSG00000263834
6	31462658	31478901	MICB	ENSG00000204516
5	1309425	1309492	MIR4457	ENSG00000263670
1	19230775	19283180	IFFO2	ENSG00000169991
7	72349936	72421979	POM121	ENSG00000196313
16	22490442	22547842	NPIPB5	ENSG00000243716
17	7323679	7324951	SPEM1	ENSG00000181323
12	48577366	48579709	C12orf68	ENSG00000177875
12	48596081	48597170	OR10AD1	ENSG00000172640
16	66968347	66978999	CES2	ENSG00000172831
17	7328934	7330887	C17orf74	ENSG00000184560
15	90118713	90174287	TICRR	ENSG00000140534
X	117957753	117960931	ZCCHC12	ENSG00000174460
12	48722763	48724062	H1FNT	ENSG00000187166
17	18012020	18083116	MYO15A	ENSG00000091536
7	97481430	97501854	ASNS	ENSG00000070669
7	31553704	31698334	CCDC129	ENSG00000180347
3	49027319	49044587	P4HTM	ENSG00000178467
20	43343485	43357150	WISP2	ENSG00000064205
12	48733791	48745197	ZNF641	ENSG00000167528
1	156638555	156647189	NES	ENSG00000132688
X	153029651	153044801	PLXNB3	ENSG00000198753
12	25146358	25150453	C12orf77	ENSG00000226397
7	72430016	72439997	TRIM74	ENSG00000155428
3	38495342	38534633	ACVR2B	ENSG00000114739
15	90152020	90198682	KIF7	ENSG00000166813
X	118108581	118152318	LONRF3	ENSG00000175556
11	93474757	93497915	C11orf54	ENSG00000182919
1	156669398	156675608	CRABP2	ENSG00000143320
20	43374421	43379675	KCNK15	ENSG00000124249
14	75179847	75203394	FCF1	ENSG00000119616
3	108268716	108308491	KIAA1524	ENSG00000163507
2	144695635	145090135	GTDC1	ENSG00000121964
20	43380449	43438979	RIMS4	ENSG00000101098
7	31726329	31748069	PPP1R17	ENSG00000106341
12	54026510	54071192	ATP5G2	ENSG00000135390
8	82644669	82671750	CHMP4C	ENSG00000164695
19	17445729	17453544	GTPBP3	ENSG00000130299
15	90207596	90222658	PLIN1	ENSG00000166819
3	49044495	49053386	WDR6	ENSG00000178252
1	156691683	156698591	ISG20L2	ENSG00000143319
19	5623046	5668489	SAFB	ENSG00000160633
17	7338762	7340998	TMEM102	ENSG00000181284
20	43514317	43537173	YWHAB	ENSG00000166913
1	114471814	114520426	HIPK1	ENSG00000163349
8	82711816	82755101	SNX16	ENSG00000104497
17	7341592	7348256	FGF11	ENSG00000161958
3	128598439	128634910	ACAD9	ENSG00000177646
10	101462315	101515891	CUTC	ENSG00000119929
15	90220995	90234014	PEX11A	ENSG00000166821
4	104026963	104119566	CENPE	ENSG00000138778
7	31790793	32338941	PDE1C	ENSG00000154678
HSCHR6_MHC_COX	29898587	29903209	HLA-A	ENSG00000224320
12	25173936	25261268	LRMP	ENSG00000118308
7	72716514	72722864	NSUN5	ENSG00000130305
7	103766788	103848495	ORC5	ENSG00000164815
16	22825498	22927659	HS3ST2	ENSG00000122254
4	71768043	71888166	MOB1B	ENSG00000173542
16	66995140	67009051	CES3	ENSG00000172828
15	90234028	90286869	WDR93	ENSG00000140527
14	105952654	105955284	CRIP1	ENSG00000213145
1	156698234	156706752	RRNAD1	ENSG00000143303
16	23072727	23160591	USP31	ENSG00000103404
12	48866448	48866843	ANP32D	ENSG00000139223
X	118212598	118284542	KIAA1210	ENSG00000250423
7	133812052	133949343	LRGUK	ENSG00000155530
5	64444563	64777747	ADAMTS6	ENSG00000049192
16	23194036	23228204	SCNN1G	ENSG00000166828
8	134467091	134584183	ST3GAL1	ENSG00000008513
1	114522063	114524876	OLFML3	ENSG00000116774
17	7348380	7361026	CHRNB1	ENSG00000170175
8	85095022	85834079	RALYL	ENSG00000184672
12	6647541	6665239	IFFO1	ENSG00000010295
3	38537618	38583652	EXOG	ENSG00000157036
16	67022492	67043661	CES4A	ENSG00000172824
20	43538703	43587676	PABPC1L	ENSG00000101104
12	48876286	48890295	C12orf54	ENSG00000177627
X	118370216	118378429	PGRMC1	ENSG00000101856
16	23289552	23392620	SCNN1B	ENSG00000168447
10	101471601	101491857	COX15	ENSG00000014919
1	156707095	156711382	MRPL24	ENSG00000143314
19	17462257	17488159	PLVAP	ENSG00000130300
1	114631913	114696541	SYT6	ENSG00000134207
4	71858255	71896631	DCK	ENSG00000156136
14	75230069	75322244	YLPM1	ENSG00000119596
6	31496494	31498009	MCCD1	ENSG00000204511
15	90291892	90294541	MESP1	ENSG00000166823
19	5674958	5691887	RPL36	ENSG00000130255
6	31497996	31514385	ATP6V1G2-DDX39B	ENSG00000254870
19	17513748	17516457	BST2	ENSG00000130303
15	90303822	90321982	MESP2	ENSG00000188095
7	72726535	72742085	TRIM50	ENSG00000146755
14	24805227	24809251	RIPK3	ENSG00000129465
X	118533023	118588441	SLC25A43	ENSG00000077713
15	90328120	90358633	ANPEP	ENSG00000166825
14	93170152	93215047	LGMN	ENSG00000100600
16	23399814	23464501	COG7	ENSG00000168434
12	54104903	54121529	CALCOCO1	ENSG00000012822
17	78075355	78093678	GAA	ENSG00000171298
19	17516531	17544533	MVB12A	ENSG00000141971
20	43570771	43589127	TOMM34	ENSG00000025772
8	135490031	135725292	ZFAT	ENSG00000066827
19	5678432	5680907	C19orf70	ENSG00000174917
12	48901137	48923680	OR8S1	ENSG00000197376
12	48961467	48963849	LALBA	ENSG00000167531
1	156711899	156736717	HDGF	ENSG00000143321
3	193853934	193856521	HES1	ENSG00000114315
3	49052921	49059726	DALRD3	ENSG00000178149
8	86019382	86058311	LRRCC1	ENSG00000133739
1	114935399	115053781	TRIM33	ENSG00000197323
16	67063019	67134961	CBFB	ENSG00000067955
20	43595115	43708600	STK4	ENSG00000101109
7	133974084	134001803	SLC35B4	ENSG00000205060
X	118602363	118605282	SLC25A5	ENSG00000005022
16	67143861	67182442	C16orf70	ENSG00000125149
7	72742167	72772634	FKBP6	ENSG00000077800
1	115110178	115124260	BCAS2	ENSG00000116752
7	72848109	72850450	FZD9	ENSG00000188763
15	90373831	90437574	AP3S2	ENSG00000157823
19	17546318	17559376	TMEM221	ENSG00000188051
19	5680615	5688533	HSD11B1L	ENSG00000167733
1	156720402	156770607	PRCC	ENSG00000143294
19	17566234	17571763	NXNL1	ENSG00000171773
12	49047184	49076021	KANSL2	ENSG00000139620
X	153041867	153051187	SRPK3	ENSG00000184343
7	72854728	72936608	BAZ1B	ENSG00000009954
20	43720951	43729753	KCNS1	ENSG00000124134
20	43738093	43743813	WFDC5	ENSG00000175121
1	19401000	19536770	UBR4	ENSG00000127481
19	17579578	17616977	SLC27A1	ENSG00000130304
14	105956192	105965912	C14orf80	ENSG00000185347
1	115125469	115213043	DENND2C	ENSG00000175984
15	90377540	90456114	C15orf38-AP3S2	ENSG00000250021
20	43752066	43753106	WFDC12	ENSG00000168703
16	67182008	67185117	B3GNT9	ENSG00000237172
15	90443159	90456188	C15orf38	ENSG00000242498
4	104507188	104640973	TACR3	ENSG00000169836
20	43803517	43805185	PI3	ENSG00000124102
16	67188083	67194201	TRADD	ENSG00000102871
16	23474863	23533316	GGA2	ENSG00000103365
4	105389469	105416058	CXXC4	ENSG00000168772
6	31497996	31510225	DDX39B	ENSG00000198563
20	43835638	43838413	SEMG1	ENSG00000124233
4	72053003	72437804	SLC4A4	ENSG00000080493
12	105567074	105630016	APPL2	ENSG00000136044
16	67193834	67198473	FBXL8	ENSG00000135722
3	108308529	108413693	DZIP3	ENSG00000198919
15	90544624	90625438	ZNF710	ENSG00000140548
3	128628709	128721533	KIAA1257	ENSG00000114656
20	43849941	43853099	SEMG2	ENSG00000124157
19	17622438	17632097	PGLS	ENSG00000130313
1	115215719	115238239	AMPD1	ENSG00000116748
1	156776035	156786654	SH2D2A	ENSG00000027869
16	23533335	23569052	EARS2	ENSG00000103356
7	134127102	134144036	AKR1B1	ENSG00000085662
17	7362685	7387582	ZBTB4	ENSG00000174282
17	7384721	7386383	SLC35G6	ENSG00000259224
1	115247090	115259515	NRAS	ENSG00000213281
X	118672112	118699397	CXorf56	ENSG00000018610
15	90626277	90645736	IDH2	ENSG00000182054
4	106067032	106200973	TET2	ENSG00000168769
16	23568392	23585710	UBFD1	ENSG00000103353
3	57994127	58157982	FLNB	ENSG00000136068
12	6666029	6677857	NOP2	ENSG00000111641
17	7387685	7417933	POLR2A	ENSG00000181222
X	118708501	118718381	UBE2A	ENSG00000077721
3	128720472	128759585	EFCC1	ENSG00000114654
10	101542489	101611949	ABCC2	ENSG00000023839
3	128779610	128781249	GP9	ENSG00000169704
16	67197288	67203848	HSF4	ENSG00000102878
20	43880880	43883205	SLPI	ENSG00000124107
3	194060494	194072057	CPN2	ENSG00000178772
7	103969104	104549001	LHFPL3	ENSG00000187416
3	128806412	128841644	RAB43	ENSG00000172780
11	93517393	93547861	MED17	ENSG00000042429
17	18086392	18113268	ALKBH5	ENSG00000091542
3	194075976	194090472	LRRC15	ENSG00000172061
11	93551398	93583697	VSTM5	ENSG00000214376
8	86089460	86129387	E2F5	ENSG00000133740
17	18128901	18148189	LLGL1	ENSG00000131899
7	72950686	72972332	BCL7B	ENSG00000106635
20	43922085	43937169	MATN4	ENSG00000124159
11	93754527	93846917	HEPHL1	ENSG00000181333
3	194115550	194119995	GP5	ENSG00000178732
19	5691845	5720583	LONP1	ENSG00000196365
3	128806418	128879879	ISY1-RAB43	ENSG00000261796
14	56584532	56768244	PELI2	ENSG00000139946
11	93862094	93915138	PANX1	ENSG00000110218
7	97613996	97620481	OCM2	ENSG00000135175
X	153051221	153059978	IDH3G	ENSG00000067829
20	43935491	43945803	RBPJL	ENSG00000124232
11	94038759	94040887	FOLR4	ENSG00000183560
17	2287354	2304412	MNT	ENSG00000070444
3	128846258	128880136	ISY1	ENSG00000240682
11	94110477	94134585	GPR83	ENSG00000123901
20	43953928	43977064	SDC4	ENSG00000124145
7	97736197	97838945	LMTK2	ENSG00000164715
14	105992940	105996539	TMEM121	ENSG00000184986
12	54332535	54340328	HOXC13	ENSG00000123364
16	23592323	23607677	NDUFAB1	ENSG00000004779
20	43990577	44005438	SYS1	ENSG00000204070
7	134212344	134226160	AKR1B10	ENSG00000198074
2	145141648	145282147	ZEB2	ENSG00000169554
14	56955072	57117324	TMEM260	ENSG00000070269
14	106053226	106054732	IGHA2	ENSG00000211890
17	2308856	2415185	METTL16	ENSG00000127804
12	54348618	54352740	HOXC12	ENSG00000123407
7	104654626	104754808	KMT2E	ENSG00000005483
3	194123401	194219093	ATP13A3	ENSG00000133657
1	115259534	115301297	CSDE1	ENSG00000009307
12	54366910	54371427	HOXC11	ENSG00000123388
1	156785432	156851642	NTRK1	ENSG00000198400
16	23614488	23652631	PALB2	ENSG00000083093
7	97840739	97842291	BHLHA15	ENSG00000180535
14	106064224	106068065	IGHE	ENSG00000211891
19	17634110	17664648	FAM129C	ENSG00000167483
12	54378849	54384063	HOXC10	ENSG00000180818
11	94152895	94227074	MRE11A	ENSG00000020922
14	106090687	106092403	IGHG4	ENSG00000211892
7	134233888	134264627	AKR1B15	ENSG00000227471
16	23652713	23681195	DCTN5	ENSG00000166847
3	49057892	49060928	NDUFAF3	ENSG00000178057
15	90703836	90772911	SEMA4B	ENSG00000185033
14	24834879	24848810	NFATC4	ENSG00000100968
7	97843936	97881563	TECPR1	ENSG00000205356
19	5720688	5778745	CATSPERD	ENSG00000174898
11	94226795	94232749	ANKRD49	ENSG00000168876
19	17666403	17693971	COLGALT1	ENSG00000130309
12	49082247	49110681	CCNT1	ENSG00000129315
7	72983262	72993121	TBL2	ENSG00000106638
20	43991840	44039250	SYS1-DBNDD2	ENSG00000254806
16	23688977	23701688	PLK1	ENSG00000166851
5	64813593	64858998	CENPK	ENSG00000123219
1	115312100	115323306	SIKE1	ENSG00000052723
20	44002526	44036529	TP53TG5	ENSG00000124251
14	75319736	75330537	PROX2	ENSG00000119608
14	93260576	93306308	GOLGA5	ENSG00000066455
1	156809855	156828810	INSRR	ENSG00000027644
16	67204057	67209643	NOL3	ENSG00000140939
11	94277006	94354587	PIWIL4	ENSG00000134627
17	41363854	41372061	TMEM106A	ENSG00000184988
19	5782971	5784776	PRR22	ENSG00000212123
12	49121218	49159569	LINC00935	ENSG00000257987
4	106290234	106395238	PPA2	ENSG00000138777
3	49061758	49066841	IMPDH2	ENSG00000178035
20	44034697	44039250	DBNDD2	ENSG00000244274
11	94277017	94283063	FUT4	ENSG00000196371
17	7452208	7464925	TNFSF12	ENSG00000239697
17	78109013	78120982	EIF4A3	ENSG00000141543
16	67209505	67217943	KIAA0895L	ENSG00000196123
17	18148150	18162230	FLII	ENSG00000177731
15	90773207	90777279	CIB1	ENSG00000185043
19	5784843	5791249	DUS3L	ENSG00000141994
11	94439597	94609918	AMOTL1	ENSG00000166025
3	49067140	49131796	QRICH1	ENSG00000198218
7	32524951	32534895	LSM5	ENSG00000106355
1	115397424	115537991	SYCP1	ENSG00000198765
12	49159975	49182820	ADCY6	ENSG00000174233
12	25261354	25348096	CASC1	ENSG00000118307
1	156863490	156886226	PEAR1	ENSG00000187800
8	136469700	136668965	KHDRBS3	ENSG00000131773
3	108462271	108476231	RETNLB	ENSG00000163515
14	106109389	106111127	IGHG2	ENSG00000211893
16	23701647	23724821	ERN2	ENSG00000134398
14	106173457	106175002	IGHA1	ENSG00000211895
3	108541545	108573852	TRAT1	ENSG00000163519
20	44044717	44054884	PIGT	ENSG00000124155
1	19542158	19578046	EMC1	ENSG00000127463
17	78143791	78183130	CARD14	ENSG00000141527
12	54384408	54424607	HOXC6	ENSG00000197757
1	115572415	115576941	TSHB	ENSG00000134200
16	23765948	23770272	CHP2	ENSG00000166869
14	93389425	93401638	CHGA	ENSG00000100604
19	5823813	5828335	NRTN	ENSG00000171119
8	139142266	139509065	FAM135B	ENSG00000147724
2	53759810	54087170	GPR75-ASB3	ENSG00000115239
1	115590632	115632121	TSPAN2	ENSG00000134198
3	128888327	128902765	CNBP	ENSG00000169714
17	2496504	2588909	PAFAH1B1	ENSG00000007168
19	17712137	17799401	UNC13A	ENSG00000130477
11	94706845	94732682	KDM4D	ENSG00000186280
15	90777040	90785315	GDPGP1	ENSG00000183208
11	94758422	94760760	KDM4E	ENSG00000235268
1	115828539	115880857	NGF	ENSG00000134259
7	73007524	73038873	MLXIPL	ENSG00000009950
11	94822974	94865809	ENDOD1	ENSG00000149218
16	23847322	24231932	PRKCB	ENSG00000166501
15	90792762	90808199	TTLL13	ENSG00000213471
7	134331560	134364565	BPGM	ENSG00000172331
X	153058971	153063960	SSR4	ENSG00000180879
15	90808891	90816463	NGRN	ENSG00000182768
11	94898704	94965705	SESN3	ENSG00000149212
5	64859063	64883376	PPWD1	ENSG00000113593
15	90890819	90892669	GABARAPL3	ENSG00000238244
14	106202680	106209408	IGHG1	ENSG00000211896
1	116184574	116240845	VANGL1	ENSG00000173218
1	156890442	156902886	LRRC71	ENSG00000160838
15	90895477	90909324	ZNF774	ENSG00000196391
12	54388679	54397121	HOXC9	ENSG00000180806
16	67218269	67224107	EXOC3L1	ENSG00000179044
14	75348594	75370448	DLST	ENSG00000119689
19	5830621	5839742	FUT6	ENSG00000156413
14	57267425	57277197	OTX2	ENSG00000165588
X	153067621	153096020	PDZD4	ENSG00000067840
3	108626639	108672742	GUCA1C	ENSG00000138472
1	116242628	116311402	CASQ2	ENSG00000118729
11	95502106	95523573	FAM76B	ENSG00000077458
17	7452416	7464918	TNFSF12-TNFSF13	ENSG00000248871
10	14861249	14880574	CDNF	ENSG00000185267
19	5842899	5851485	FUT3	ENSG00000171124
16	67226072	67232821	E2F4	ENSG00000205250
15	90931450	91045475	IQGAP1	ENSG00000140575
7	97881691	97937162	BRI3	ENSG00000164713
1	116378998	116386538	NHLH2	ENSG00000177551
19	5865837	5903798	FUT5	ENSG00000130383
17	41476327	41478505	ARL4D	ENSG00000175906
1	19578033	19586622	MRTO4	ENSG00000053372
16	24266874	24374122	CACNG3	ENSG00000006116
17	7461609	7464925	TNFSF13	ENSG00000161955
10	101635334	101769676	DNMBP	ENSG00000107554
1	116519119	116612675	SLC22A15	ENSG00000163393
8	139600478	139926249	COL22A1	ENSG00000169436
1	116654376	116677861	MAB21L3	ENSG00000173212
19	17830051	17845325	MAP1S	ENSG00000130479
10	14880163	14913740	HSPA14	ENSG00000187522
